questions,answers
with the greatest pleasure where is the concert this evening,it will be held at the music hall
it will be held at the music hall,what is on the program
what is on the program,it s a piano recital i am fond of piano you know
did you go to the concert last weekend,no i did not and you was it good
how much was the ticket,i only paid two dollars for mine
excuse me are you miss green,yes may i help you
yes may i help you,may i introduce myself
may i introduce myself,yes
yes,i m a new student in the school my name s john
i m a new student in the school my name s john,nice to meet you john
nice to meet you john,it s a pleasure to meet you miss green
oh doctor i feel so foolish,well control is really using common sense when you plan your eating habits
well control is really using common sense when you plan your eating habits,i know doctor thank you so much
it s time for me to go now,would you like me to go with you
would you like me to go with you,i d rather you stayed in the office and did these things
i d rather you stayed in the office and did these things,do you want to type that letter
do you want to type that letter,i d rather you typed it
i d rather you typed it,do you want to tell her
