questions,answers
thanks for the loan,think nothing of it
it is free on weekend,that is great
that is great,here is a guiding plan
tom s dating your sister,are you sure
rob lost his bike,what an idiot
thanks a million,do not mention it
ok bye,bye
what is on tonight,i want to see click
i want to see click,who is in this movie
why are you shivering,it s freezing
what are you guys doing,just having a chat
wait for me,okay take your time
how s work,the same as usual
all right,here is your ticket
here is your ticket,thank you
really,yes let s go in
yes how do you know,i guessed it
see you later alligator,in a while crocodile
i am back,what have you done
certainly realplayer is a good,can i download it
do you have a minute,sure what is up
bye take care,you too
how was the party,i had a fantastic time
who s your favorite singer,coco lee
where is your better half,she is at home
we would better leave now,i beg your pardon
have a nice weekend,same to you
what do you do,i am a teacher
i quit my job,you can not be serious
what did you say,are you deaf or what
do you like singing,yes i do
how s it going,great
do you have the time,it s ten thirty
it leaves in minutes,good
is this seat taken,no have a seat
where is your hometown,shandong
what is today s date,it s january
no i need to borrow,sure here you go
where are you from,i am from canada
what brings you to beijing,i am here on business
it s awfully hot,you can say that again
why are you laughing,i can not help it
thanks a lot,don t mention it
is it formal or informal,i guess it s formal
i guess it s formal,then you should dress well
then you should dress well,that s right
do you have a light,sorry i do not smoke
what are you doing,i am surfing the net
kebabs and roast squid,can i have a bite
can i have a bite,help yourself
help yourself,super
pardon,what time is it please
what time is it please,it s
oh andrea the spanish girl,yes that is her
did you hear about neil,no what
how annoying,what is the matter
there s a typhoon coming,is that right
it s white gold,where did you buy it
thank you,is that your wedding ring
guess what i just heard,what
no who won,it s george
yeah is not she hot,she is alright
she is alright,just alright she is hot
hey let s arm wrestle,not now
that is exciting man,so how did you propose
i never thought about that,thought about what
i like baseball and basketball,how about football
aright have fun on saturday,will do
thank you,this is our courtyard
probably my parents,how so
you do not have to,it s really no problem
how about next friday,friday sounds good
do you like flowers,of course i like
of course i like,what is your favorite flower
spring is a lively season,yes how about you
what date is today,why
you must feel terrible now,yeah
i am falling in love,what with who
happy new year,thank you same to you
thank you same to you,have you got any plans
merry christmas bill,merry christmas steven
who,julia roberts
what is the movie about,i am not sure
merry christmas lily,the same to you joey
see you then,see you
good afternoon,hi how are you doing
hello,is that the box office
is that the box office,yes
yes of course,thank you very much
no romance is boring,what is you opinion
really,certainly is there anything wrong
yes yuan for each,two tickets please
two tickets please,ok here you are
it begins at p m,ok i see
just two,ok fifty yuan for each
ok fifty yuan for each,here is the money
what time does it begin,at eight thirty
what is its name,romeo and juliet
romeo and juliet,what is it about
yes do you have tickets,no i do not
good idea let s goa,ok let s go
maybe you are right,look it s begin
do we have enough time,yes we do
yes we do,the performance is excellent
what date sir,october th
ouch,are you all right
can you play tennis,yes i can
yes it s very interesting,can you teach me
throw the ball up high,high
oh i hit it,well done
that makes sense,what things make you excited
he won the first place,good boy
sure thanks,say when
yes i did,it s really good
how about seconds victor,no thanks i am full
good afternoon sam,good afternoon tina
no i did not,what a pity
what a pity,do you like nba
do you like nba,yes of course
kobe,so do i
yes why,nothing i am just asking
are you serious,yes i mean it
but i still love you,i am sorry
where are you from,i am from guangzhou
i am from guangzhou,where in china is guangzhou
what a hot day,yes summer is coming
the same to you,that is great
what,the wonderful passing melaena did
the wonderful passing melaena did,too bad i missed it
a beautiful center,and good shot
and good shot,a goal
but it s very tired,i do not care
i do not care,what is your parents opinion
why,i was fired last week
it does not matter,what is your plan now
best wishes for you,thank you
ok hello,hello
hello,hi what is your name
hi what is your name,yeah my name is nandu
is this your best score,no once i did
which team won,the spur
the spur,what was the score
what was the score,they managed a victory
yes i like winter,me too
i like taking photos,really
just watching some tv,anything interesting on
hi tina it s joe,hi joe
hello,oh hi
see you around,goodbye alice
how are you doing,i am doing great
steve is that you,yeah what is going on
