questions,answers
the door was open,no it was not
morpheus,what
by yourself,yes
what is it,it s a voice modulator
sorry,anything
a few people,did anyone stand out
hello peter,you sonofabitch
you know her,not really
not really,why her
why her,because she is the type
where is she,you will find her
to get your attention,did you know her
hello peter,just a second hello
hello peter,who is this
what is it,new york viktor yurilivich
why did he,why did he what
why did he what,come here
come here,he was watching you
okay nice meeting you,nice meeting you
do you like my dad,of course
you must be erica,uh huh
uh huh,i am kathy
it is not kathy,who s kathy
you ready,for what
what is it dad,nothing
congratulations dad,my cheering section
same as the others,yeah
yeah,how long she been dead
what about prints,no prints
six eight hours tops,any sign of rape
i am busy right now,it s important
answer the question,i went out
no,feel like practicing
what do you see here,mate in five
mate in five,exactly and you did this
about what,whatever s on your mind
what are they please,carefully carefully carefully
thank you i am at,we will call you back
you beat him,i got lucky
frank told me,no he did not
but i do,why
why,because she killed herself
hi,can i come in
for emphasis,exactly it s the key
what,where is the note
what is wrong,nothing
you,would you settle for pepperoni
i am hungry,call room service
it was,and you
does not that scare you,no
no,why
no,you are not
of course,why
why,because i work with them
i think it s interesting,another kind of game
another kind of game,in a way
in a way,this is not a game
of course,do you
do you,let s change the subject
you sound like my mother,it was not intentional
it is,do you always open quickly
are you with the tournament,uh huh
that is a better one,yes
will your power outward,i do not know how
lyssa,colwyn
colwyn,where is the fortress
lyssa lyssa,colwyn
i lied,about what
about what,i can not wait either
u what u,we are almost married
i chose the wrong passage,she can see the beast
she can see the beast,use your sword
yes,he has come for lyssa
he has come for lyssa,lyssa u why u
u why u,i am not sure
i am not sure,but you suspect
i can not reach her,what do you see
what do you see,darkness tunnels and corridors wait
the white castle has fallen,does the queen live
does the queen live,the new queen lives
each to his fate,each to his fate
it is today,yes it is today
they can be saddled,you have done it
slayers,we must enter the swamp
you will not then,i cannot
you too are lonely,i ache with it
i ache with it,let me comfort you
yes,even by you
even by you,yes
my u friend u,i have need of friends
once is enough thank you,he saved our lives
what business,staying alive
go i command you,yes my lord
hand over your dinner,a flicker of talent
i am not hungry,not sleepy either
not sleepy either,no
my heart stays here,and mine goes with you
can not i come too,no
no,sugarballs
sugarballs,no
i have a cinnamon bar,you do
you do,you can have half
oh my poor stew,oh my poor stomach
we have plenty of hares,food for crows
he will not,then he will die
the new king,with an old voice
with an old voice,you know the voice
few have survived it,fewer will survive them
the widow of the web,yes
her name is death,she had another name once
knowledge,of what
you see,yes
she bore you many children,we had no children
we had no children,you had a son
who speaks that name,ynyr
ok mister stansfield norman stansfield,office
yes,three times then two times
i do not know,well how many approximately
no,do not you like me
what shall we do,i think
ok i love you anyway,mathilda
not taken,why
why,too heavy
mathilda may i come in,yes
the yellow and pink,ok
ok,now try a running guy
who will i aim at,whoever
huh meters,
,how can you say it
ok i am fine,good
do not fear,i have no fear
composer,huh that is good
huh,no he is my lover
how are you miss,fine
and how much is it,ten dollars a month
salute,salute
who sent you,giancarlo rinaldi
do you recognize him,even his mother would not
he probably just went somewhere,where
are you two planning kids,maybe later
i have new dreams now,i do not accept that
you do,i have seen it before
i have seen it before,you have
the beach of pacifica california,good
maurice,yes
where,pacifica california
your father,he is plastered
walk with me,you like to take walks
show me,i will i promise
no,then why
then why,there s no reason
you are talking to me,why do you polish it
yes,anything
ellen,what
what,the new store
you thought i sent them,there was no card
yes,the flowers they are beautiful
doubts about what,about my love for her
to where,pacifica california
pacifica california,from where
from where,philadelphia pennsylvania
philadelphia pennsylvania,i see
shit he jumped,jumped where
red flags man,not our problem
what was that,perhaps there s another route
each inch represents miles,making the grand total
this story is big huh,mammoth
mammoth,the gazette s small huh
come on mr parker,what come on
are they standing,saluting
tom joad,the grapes of wrath
the grapes of wrath,you are amazing
what mr parker,she never ate a slice
i am walking there kris,walking where
walking where,california
when are you leaving,tomorrow
yes,where
where,california
you are in pain,i need your help
where am i,in a hospital
good morning,good morning
what is your shoe size,what who are you
hello mr parker,hello
hello,how are you feeling
i really want that watch,this is not right
what do you want,what are my choices
non alcoholic malt beverage,noooo
noooo,orange soda
orange soda,no
no,coffee
coffee,no
no,sparkling apple cider
sparkling apple cider,no
no,water
water,water
what was that all about,can we just forget it
ben,sorry
to death,yes that is right
i guess i do too,you what
you what,i sometimes fade out
sarah with an h,no s e r a
hello,hello
hello,are you working
yuri are you,sera please go
yes what,it s me yuri
where have you been staying,with an old friend
you have been lonely,i am lonely yuri
you have been lonely,i have been all right
harvard law school,that is right
get up,what
were you with another man,go to hell
are we done for today,i believe we are
what alibi,i can not tell you
huh,tell him paulette
dewey newcomb,who s askin
sit down,is everything okay
thank you,about the alibi
good work today ms woods,thank you
massachusetts supreme judicial court rule,see
his life,i do not know
i think so,how about
yes,aristotle
you ready,no
you can not even imagine,spill
licensed attorney or family member,uh family
uh family,relation
relation,i am her sister
i am her sister,name
name,delta gamma
i am a bitch,yes you are
you almost had me fooled,what
hi sarah knottingham,you know her
power yoga,picking out my wedding dress
picking out my wedding dress,what
what,josh proposed
josh proposed,no way
someone missed you,is he the only one
is he the only one,what do you think
oh my god,oh my god
hey,i am quitting
aside from that,she is completely untrustworthy
she is completely untrustworthy,why
do not ask,i was not gonna
good luck,thanks again for your help
what,i got bangs
i got bangs,really
neither,why not
in court on opposing sides,are you serious
pink ones,see
you look nice,thank you
thank you having fun,now i am
good good,do anything exciting
no silly i go here,you go where
you go where,harvard law school
harvard law school,you got into harvard law
you are beautiful,so are you
yes,where
there he is,pull up next to him
is it a kappa,it s not a theta
elle,where is the rock
fire moat why do that,purely a precaution
why so few,faith
dumb magic giant smash peewee,always
and then,yes
god protect me,not from me surely
not from me surely,you you are a beast
but i am hideous,you are magnificent
you are magnificent,grotesque monstrous
flozen foleva not good,it s terrible
i was with the princess,where
ride like wild fire jack,he will not escape me
do not get too far,hurry up
what weapon,sunlight
